SKU;Qtd_Vendida;Loja;Data_da_Venda;Codigo_Cliente
HL1003;2;Niterói;2017-01-11;131
HL1019;5;Curitiba;2017-01-11;217
HL1024;2;Fortaleza;2017-01-11;468
HL1021;3;Campinas;2017-01-11;395
HL1017;1;Guarulhos;2017-01-11;47
HL1023;2;Curitiba;2017-01-11;743
HL1020;3;Recife;2017-01-11;81
HL1012;5;Curitiba;2017-01-11;240
HL1001;4;Fortaleza;2017-01-11;163
HL1005;3;Nova Iguaço;2017-01-11;647
HL1020;1;Recife;2017-01-12;616
HL1011;5;Recife;2017-01-12;117
HL1003;1;Niterói;2017-01-12;807
HL1004;1;Guarulhos;2017-01-12;48
HL1022;1;Porto Alegre;2017-01-12;132
HL1018;1;Guarulhos;2017-01-12;56
HL1022;4;São Paulo;2017-01-12;314
HL1007;4;Guarulhos;2017-01-12;369
HL1003;5;Rio de Janeiro;2017-01-12;405
HL1024;4;Rio de Janeiro;2017-01-12;213
HL1002;3;Goiânia;2017-01-12;274
HL1002;5;Recife;2017-01-12;297
HL1015;3;Fortaleza;2017-01-12;580
HL1012;5;Curitiba;2017-01-12;789
HL1007;5;Curitiba;2017-01-12;758
HL1021;2;Recife;2017-01-12;244
HL1023;5;Fortaleza;2017-01-12;557
HL1018;2;Campinas;2017-01-12;485
HL1023;1;Belo Horizonte;2017-01-12;520
HL1002;3;Porto Alegre;2017-01-12;200
HL1010;3;Nova Iguaço;2017-01-12;477
HL1014;1;São Paulo;2017-01-12;737
HL1011;4;Guarulhos;2017-01-12;306
HL1022;4;Guarulhos;2017-01-12;337
HL1019;1;Niterói;2017-01-13;454
HL1021;1;Fortaleza;2017-01-13;255
HL1013;3;Curitiba;2017-01-13;493
HL1005;3;Porto Alegre;2017-01-13;328
HL1008;2;Curitiba;2017-01-13;812
HL1014;1;Curitiba;2017-01-13;720
HL1017;2;Goiânia;2017-01-13;562
HL1016;4;Curitiba;2017-01-13;63
HL1005;3;São Paulo;2017-01-13;446
HL1003;3;Rio de Janeiro;2017-01-13;99
HL1019;5;Campinas;2017-01-13;670
HL1004;2;Nova Iguaço;2017-01-13;806
HL1006;4;Belo Horizonte;2017-01-13;295
HL1001;4;Guarulhos;2017-01-13;290
HL1022;2;Belo Horizonte;2017-01-13;359
HL1017;1;Recife;2017-01-13;106
HL1015;4;Rio de Janeiro;2017-01-13;531
HL1017;4;Belo Horizonte;2017-01-13;190
HL1024;1;Salvador;2017-01-13;15
HL1015;5;Fortaleza;2017-01-13;703
HL1007;2;Porto Alegre;2017-01-13;436
HL1009;3;Belo Horizonte;2017-01-13;590
HL1024;1;Niterói;2017-01-13;807
HL1007;2;Nova Iguaço;2017-01-13;516
HL1012;5;Rio de Janeiro;2017-01-13;11
HL1022;2;Belo Horizonte;2017-01-13;58
HL1014;4;Guarulhos;2017-01-13;567
HL1005;2;Porto Alegre;2017-01-13;428
HL1003;1;Nova Iguaço;2017-01-13;701
HL1004;5;São Paulo;2017-01-13;235
HL1018;5;Nova Iguaço;2017-01-13;689
HL1015;5;São Paulo;2017-01-14;140
HL1023;3;Guarulhos;2017-01-14;152
HL1011;4;Rio de Janeiro;2017-01-14;134
HL1015;5;Nova Iguaço;2017-01-14;452
HL1014;2;Guarulhos;2017-01-14;152
HL1023;5;Nova Iguaço;2017-01-14;51
HL1013;1;Campinas;2017-01-14;262
HL1022;1;Curitiba;2017-01-14;210
HL1006;3;Recife;2017-01-14;376
HL1021;1;Salvador;2017-01-14;15
HL1010;3;Rio de Janeiro;2017-01-14;336
HL1013;1;Salvador;2017-01-14;482
HL1017;5;Goiânia;2017-01-14;614
HL1008;3;Campinas;2017-01-14;607
HL1013;4;Rio de Janeiro;2017-01-14;326
HL1017;5;Porto Alegre;2017-01-14;371
HL1015;3;Recife;2017-01-14;500
HL1009;1;Niterói;2017-01-14;273
HL1011;1;Nova Iguaço;2017-01-14;24
HL1002;3;Salvador;2017-01-14;285
HL1020;2;Fortaleza;2017-01-14;366
HL1008;4;Belo Horizonte;2017-01-14;23
HL1009;3;Curitiba;2017-01-14;240
HL1024;5;Guarulhos;2017-01-14;465
HL1015;5;Rio de Janeiro;2017-01-14;134
HL1008;1;Curitiba;2017-01-15;412
HL1012;4;Nova Iguaço;2017-01-15;283
HL1021;2;Niterói;2017-01-15;473
HL1008;4;Porto Alegre;2017-01-15;361
HL1008;5;Belo Horizonte;2017-01-15;550
HL1009;5;Recife;2017-01-15;555
HL1006;1;Guarulhos;2017-01-15;577
HL1022;4;Guarulhos;2017-01-15;75
HL1008;3;Guarulhos;2017-01-15;152
HL1018;1;Niterói;2017-01-15;807
HL1003;3;Fortaleza;2017-01-15;557
HL1019;5;Guarulhos;2017-01-15;629
HL1024;1;Nova Iguaço;2017-01-15;283
HL1017;5;Guarulhos;2017-01-15;137
HL1015;1;Salvador;2017-01-15;247
HL1012;1;Nova Iguaço;2017-01-15;355
HL1006;3;Fortaleza;2017-01-15;183
HL1005;1;Guarulhos;2017-01-15;241
HL1004;5;Porto Alegre;2017-01-15;592
HL1021;3;Nova Iguaço;2017-01-15;691
HL1016;2;São Paulo;2017-01-15;737
HL1005;4;São Paulo;2017-01-15;429
HL1009;5;Guarulhos;2017-01-15;501
HL1022;3;Curitiba;2017-01-15;63
HL1020;5;Guarulhos;2017-01-15;153
HL1016;5;Nova Iguaço;2017-01-15;782
HL1008;1;Salvador;2017-01-15;97
HL1016;3;Porto Alegre;2017-01-15;378
HL1005;3;Guarulhos;2017-01-15;233
HL1009;4;Guarulhos;2017-01-15;339
HL1006;3;Rio de Janeiro;2017-01-15;248
HL1014;5;Campinas;2017-01-16;739
HL1021;4;Salvador;2017-01-16;583
HL1003;5;Recife;2017-01-16;117
HL1019;4;Guarulhos;2017-01-16;127
HL1016;5;Guarulhos;2017-01-16;417
HL1022;5;Salvador;2017-01-16;232
HL1017;3;Porto Alegre;2017-01-16;230
HL1024;3;Salvador;2017-01-16;800
HL1001;5;Nova Iguaço;2017-01-16;782
HL1018;3;Curitiba;2017-01-16;238
HL1007;1;Nova Iguaço;2017-01-16;330
HL1002;5;Niterói;2017-01-16;763
HL1020;1;Campinas;2017-01-16;289
HL1021;3;Recife;2017-01-16;555
HL1012;4;Guarulhos;2017-01-16;207
HL1005;1;Salvador;2017-01-16;198
HL1008;3;Curitiba;2017-01-16;789
HL1009;1;Campinas;2017-01-16;793
HL1014;2;Belo Horizonte;2017-01-16;721
HL1003;5;Curitiba;2017-01-16;637
HL1005;4;Recife;2017-01-16;805
HL1014;5;Fortaleza;2017-01-16;286
HL1006;4;Rio de Janeiro;2017-01-16;326
HL1019;5;São Paulo;2017-01-16;382
HL1014;2;Campinas;2017-01-16;138
HL1015;5;Fortaleza;2017-01-16;354
HL1018;1;Porto Alegre;2017-01-16;515
HL1007;1;Salvador;2017-01-16;646
HL1017;4;São Paulo;2017-01-16;753
HL1009;2;Nova Iguaço;2017-01-16;24
HL1018;1;Salvador;2017-01-16;109
HL1012;4;Nova Iguaço;2017-01-16;51
HL1003;2;Curitiba;2017-01-17;619
HL1012;5;Goiânia;2017-01-17;527
HL1008;1;Curitiba;2017-01-17;560
HL1008;1;Rio de Janeiro;2017-01-17;377
HL1003;4;Curitiba;2017-01-17;238
HL1017;5;Fortaleza;2017-01-17;288
HL1018;5;Guarulhos;2017-01-17;37
HL1006;2;Goiânia;2017-01-17;274
HL1022;5;Guarulhos;2017-01-17;272
HL1015;3;São Paulo;2017-01-17;797
HL1012;2;Goiânia;2017-01-17;463
HL1011;1;Fortaleza;2017-01-17;802
HL1012;2;Curitiba;2017-01-17;442
HL1017;2;Niterói;2017-01-17;390
HL1002;5;Guarulhos;2017-01-17;294
HL1007;3;Recife;2017-01-17;729
HL1022;1;Goiânia;2017-01-17;315
HL1023;1;Curitiba;2017-01-17;22
HL1001;2;São Paulo;2017-01-17;196
HL1017;3;Goiânia;2017-01-18;615
HL1002;5;Niterói;2017-01-18;654
HL1024;5;Belo Horizonte;2017-01-18;497
HL1012;4;Porto Alegre;2017-01-18;166
HL1020;1;São Paulo;2017-01-18;541
HL1021;2;Salvador;2017-01-18;198
HL1017;3;Fortaleza;2017-01-18;703
HL1002;2;São Paulo;2017-01-18;400
HL1004;1;Guarulhos;2017-01-18;311
HL1014;5;Campinas;2017-01-18;563
HL1004;2;Nova Iguaço;2017-01-18;680
HL1015;2;Porto Alegre;2017-01-18;515
HL1006;5;Belo Horizonte;2017-01-18;721
HL1017;2;Recife;2017-01-18;672
HL1008;1;Nova Iguaço;2017-01-18;543
HL1009;2;Salvador;2017-01-18;792
HL1018;2;Campinas;2017-01-18;739
HL1006;1;Curitiba;2017-01-18;250
HL1013;3;Porto Alegre;2017-01-18;780
HL1011;4;Recife;2017-01-18;820
HL1009;1;Belo Horizonte;2017-01-18;721
HL1013;2;Goiânia;2017-01-18;17
HL1023;1;Campinas;2017-01-18;511
HL1019;5;Recife;2017-01-18;676
HL1003;2;Salvador;2017-01-18;790
HL1020;4;Nova Iguaço;2017-01-18;655
HL1003;1;Goiânia;2017-01-18;103
HL1005;4;Niterói;2017-01-18;273
HL1009;1;Guarulhos;2017-01-19;629
HL1001;4;Nova Iguaço;2017-01-19;324
HL1022;2;Niterói;2017-01-19;495
HL1004;1;Rio de Janeiro;2017-01-19;405
HL1001;1;Salvador;2017-01-19;787
HL1007;2;Curitiba;2017-01-19;619
HL1001;1;Goiânia;2017-01-19;674
HL1007;4;Belo Horizonte;2017-01-19;590
HL1015;5;Goiânia;2017-01-19;527
HL1020;1;Goiânia;2017-01-19;762
HL1001;3;Salvador;2017-01-19;34
HL1016;5;Belo Horizonte;2017-01-19;786
HL1009;5;Belo Horizonte;2017-01-19;154
HL1013;2;Fortaleza;2017-01-19;740
HL1010;3;Nova Iguaço;2017-01-19;604
HL1022;4;Niterói;2017-01-19;454
HL1005;2;Guarulhos;2017-01-19;67
HL1006;3;Salvador;2017-01-19;551
HL1011;3;Niterói;2017-01-19;273
HL1008;2;Recife;2017-01-19;268
HL1024;1;Salvador;2017-01-19;800
HL1014;5;Rio de Janeiro;2017-01-19;336
HL1006;2;Guarulhos;2017-01-19;41
HL1021;4;Fortaleza;2017-01-19;565
HL1017;1;São Paulo;2017-01-19;261
HL1012;4;Fortaleza;2017-01-19;263
HL1001;2;Salvador;2017-01-19;800
HL1012;5;Recife;2017-01-19;169
HL1010;4;Campinas;2017-01-19;819
HL1010;5;Guarulhos;2017-01-20;564
HL1013;5;Recife;2017-01-20;117
HL1018;4;Curitiba;2017-01-20;346
HL1018;5;Recife;2017-01-20;304
HL1004;4;Fortaleza;2017-01-20;740
HL1018;3;Porto Alegre;2017-01-20;12
HL1013;2;Guarulhos;2017-01-20;364
HL1008;4;Guarulhos;2017-01-20;433
HL1012;4;Porto Alegre;2017-01-20;386
HL1020;2;Guarulhos;2017-01-20;184
HL1006;3;Niterói;2017-01-20;131
HL1016;3;Niterói;2017-01-20;280
HL1011;1;Salvador;2017-01-20;594
HL1015;4;São Paulo;2017-01-20;382
HL1008;2;Guarulhos;2017-01-20;62
HL1015;1;São Paulo;2017-01-20;111
HL1001;1;Belo Horizonte;2017-01-20;613
HL1017;4;Rio de Janeiro;2017-01-20;499
HL1006;4;Campinas;2017-01-20;663
HL1021;1;Guarulhos;2017-01-20;610
HL1019;4;Campinas;2017-01-20;262
HL1019;3;Nova Iguaço;2017-01-20;591
HL1021;1;Nova Iguaço;2017-01-20;14
HL1020;1;Porto Alegre;2017-01-20;416
HL1012;3;Salvador;2017-01-20;237
HL1009;3;Goiânia;2017-01-20;88
HL1015;3;Goiânia;2017-01-20;762
HL1004;2;Nova Iguaço;2017-01-20;283
HL1016;2;Porto Alegre;2017-01-20;588
HL1023;2;Nova Iguaço;2017-01-20;691
HL1001;1;Rio de Janeiro;2017-01-20;52
HL1022;2;Goiânia;2017-01-20;351
HL1013;3;Rio de Janeiro;2017-01-20;443
HL1020;3;Guarulhos;2017-01-20;214
HL1017;5;Curitiba;2017-01-20;774
HL1016;2;Salvador;2017-01-21;156
HL1021;1;Recife;2017-01-21;32
HL1010;4;Campinas;2017-01-21;709
HL1008;3;Belo Horizonte;2017-01-21;193
HL1007;5;Fortaleza;2017-01-21;458
HL1003;1;Niterói;2017-01-21;454
HL1023;4;Nova Iguaço;2017-01-21;149
HL1005;4;São Paulo;2017-01-21;737
HL1004;1;Rio de Janeiro;2017-01-21;107
HL1005;1;Rio de Janeiro;2017-01-21;788
HL1003;3;Campinas;2017-01-21;563
HL1013;4;Guarulhos;2017-01-21;242
HL1021;4;Niterói;2017-01-21;809
HL1015;5;Guarulhos;2017-01-21;137
HL1004;5;Belo Horizonte;2017-01-21;631
HL1013;3;Niterói;2017-01-21;767
HL1021;1;Recife;2017-01-21;398
HL1016;1;São Paulo;2017-01-21;69
HL1004;1;Porto Alegre;2017-01-21;428
HL1016;3;Recife;2017-01-21;277
HL1019;3;Campinas;2017-01-21;732
HL1018;1;Guarulhos;2017-01-21;567
HL1023;1;Campinas;2017-01-21;739
HL1010;2;Niterói;2017-01-21;632
HL1002;3;Curitiba;2017-01-21;66
HL1014;3;Recife;2017-01-21;277
HL1019;5;Porto Alegre;2017-01-21;664
HL1009;2;Salvador;2017-01-21;100
HL1015;5;Campinas;2017-01-21;36
HL1016;5;Niterói;2017-01-21;135
HL1002;4;Rio de Janeiro;2017-01-21;155
HL1007;3;Campinas;2017-01-21;529
HL1004;3;São Paulo;2017-01-21;114
HL1011;4;Curitiba;2017-01-22;4
HL1005;2;Nova Iguaço;2017-01-22;569
HL1018;5;São Paulo;2017-01-22;665
HL1011;4;Goiânia;2017-01-22;723
HL1012;3;Fortaleza;2017-01-22;288
HL1015;3;Guarulhos;2017-01-22;496
HL1020;4;Goiânia;2017-01-22;562
HL1019;5;Recife;2017-01-22;500
HL1011;4;Porto Alegre;2017-01-22;606
HL1015;5;Recife;2017-01-22;729
HL1019;5;Curitiba;2017-01-22;714
HL1024;4;Porto Alegre;2017-01-22;68
HL1010;2;Niterói;2017-01-22;236
HL1014;2;Fortaleza;2017-01-22;802
HL1020;2;Guarulhos;2017-01-22;153
HL1015;4;Rio de Janeiro;2017-01-22;194
HL1014;5;Goiânia;2017-01-22;738
HL1023;3;Salvador;2017-01-22;232
HL1020;2;Porto Alegre;2017-01-22;203
HL1005;2;São Paulo;2017-01-22;400
HL1021;2;Recife;2017-01-22;805
HL1003;4;Recife;2017-01-22;165
HL1021;5;Belo Horizonte;2017-01-22;786
HL1015;1;Recife;2017-01-22;768
HL1015;1;Nova Iguaço;2017-01-22;77
HL1002;2;Belo Horizonte;2017-01-22;251
HL1021;4;Curitiba;2017-01-22;493
HL1008;5;Rio de Janeiro;2017-01-22;407
HL1010;1;Niterói;2017-01-22;350
HL1015;1;Goiânia;2017-01-22;615
HL1022;2;Belo Horizonte;2017-01-22;413
HL1006;2;Guarulhos;2017-01-22;98
HL1013;5;Salvador;2017-01-23;583
HL1024;1;Salvador;2017-01-23;164
HL1022;3;Recife;2017-01-23;595
HL1011;3;Nova Iguaço;2017-01-23;576
HL1011;1;Salvador;2017-01-23;90
HL1019;2;Rio de Janeiro;2017-01-23;284
HL1017;1;Guarulhos;2017-01-23;340
HL1010;1;Fortaleza;2017-01-23;735
HL1003;2;São Paulo;2017-01-23;400
HL1005;1;Goiânia;2017-01-23;518
HL1019;5;Niterói;2017-01-23;42
HL1017;3;Fortaleza;2017-01-23;171
HL1024;2;Salvador;2017-01-23;285
HL1006;2;Campinas;2017-01-23;618
HL1022;5;Guarulhos;2017-01-23;440
HL1024;3;Recife;2017-01-23;27
HL1008;2;Belo Horizonte;2017-01-23;251
HL1007;5;Guarulhos;2017-01-23;83
HL1024;1;Fortaleza;2017-01-23;269
HL1016;5;Campinas;2017-01-23;485
HL1022;1;Recife;2017-01-23;595
HL1014;3;Porto Alegre;2017-01-23;416
HL1006;5;Niterói;2017-01-23;176
HL1001;3;São Paulo;2017-01-23;202
HL1024;4;Nova Iguaço;2017-01-23;124
HL1020;5;Fortaleza;2017-01-23;557
HL1011;2;Recife;2017-01-23;494
HL1018;5;Rio de Janeiro;2017-01-23;52
HL1005;4;Guarulhos;2017-01-23;337
HL1002;5;Nova Iguaço;2017-01-23;680
HL1024;2;Salvador;2017-01-23;82
HL1023;1;Belo Horizonte;2017-01-23;611
HL1006;2;Nova Iguaço;2017-01-23;691
HL1002;5;Campinas;2017-01-23;722
HL1022;2;Niterói;2017-01-23;488
HL1020;4;Porto Alegre;2017-01-23;189
HL1022;5;São Paulo;2017-01-24;772
HL1017;5;Nova Iguaço;2017-01-24;77
HL1011;5;Goiânia;2017-01-24;682
HL1007;4;Goiânia;2017-01-24;682
HL1015;1;Guarulhos;2017-01-24;403
HL1007;2;Nova Iguaço;2017-01-24;556
HL1020;1;São Paulo;2017-01-24;406
HL1005;5;Niterói;2017-01-24;46
HL1007;4;Campinas;2017-01-24;86
HL1013;5;Campinas;2017-01-24;86
HL1001;2;Porto Alegre;2017-01-24;453
HL1009;2;Recife;2017-01-24;342
HL1017;3;São Paulo;2017-01-24;776
HL1012;3;Curitiba;2017-01-24;85
HL1007;2;Salvador;2017-01-24;252
HL1015;3;Guarulhos;2017-01-24;294
HL1004;4;Nova Iguaço;2017-01-24;530
HL1011;3;Fortaleza;2017-01-24;609
HL1019;4;Recife;2017-01-24;304
HL1017;4;Niterói;2017-01-24;451
HL1023;5;Campinas;2017-01-24;510
HL1002;1;São Paulo;2017-01-24;408
HL1015;3;Nova Iguaço;2017-01-24;689
HL1007;3;Salvador;2017-01-24;245
HL1021;4;São Paulo;2017-01-24;310
HL1002;2;Salvador;2017-01-24;551
HL1015;3;Salvador;2017-01-24;559
HL1015;1;Recife;2017-01-24;234
HL1016;3;Guarulhos;2017-01-24;348
HL1007;3;Rio de Janeiro;2017-01-24;20
HL1011;1;Guarulhos;2017-01-24;629
HL1016;1;Porto Alegre;2017-01-24;404
HL1014;3;Fortaleza;2017-01-24;557
HL1014;3;Porto Alegre;2017-01-25;436
HL1012;5;Recife;2017-01-25;254
HL1012;2;Nova Iguaço;2017-01-25;330
HL1010;5;São Paulo;2017-01-25;408
HL1018;5;São Paulo;2017-01-25;748
HL1015;5;Nova Iguaço;2017-01-25;701
HL1010;5;Recife;2017-01-25;169
HL1016;5;Niterói;2017-01-25;146
HL1009;2;Salvador;2017-01-25;82
HL1004;4;São Paulo;2017-01-25;617
HL1003;5;Curitiba;2017-01-25;63
HL1013;5;Porto Alegre;2017-01-25;129
HL1001;2;Fortaleza;2017-01-25;163
HL1008;3;Nova Iguaço;2017-01-25;43
HL1008;4;Guarulhos;2017-01-25;142
HL1020;4;Belo Horizonte;2017-01-25;430
HL1005;2;Belo Horizonte;2017-01-25;359
HL1003;1;Guarulhos;2017-01-25;101
HL1018;3;Goiânia;2017-01-25;605
HL1021;5;Goiânia;2017-01-25;527
HL1009;3;Belo Horizonte;2017-01-25;693
HL1014;1;Goiânia;2017-01-25;173
HL1010;1;Campinas;2017-01-25;108
HL1011;5;Fortaleza;2017-01-25;796
HL1014;2;Guarulhos;2017-01-25;136
HL1010;2;Salvador;2017-01-25;90
HL1002;1;Nova Iguaço;2017-01-25;655
HL1010;1;Niterói;2017-01-25;73
HL1019;5;Guarulhos;2017-01-25;524
HL1002;3;Campinas;2017-01-25;139
HL1005;2;Nova Iguaço;2017-01-25;452
HL1009;1;Recife;2017-01-25;39
HL1022;1;Belo Horizonte;2017-01-26;23
HL1019;3;Porto Alegre;2017-01-26;816
HL1018;4;Recife;2017-01-26;297
HL1018;5;Fortaleza;2017-01-26;621
HL1009;5;Nova Iguaço;2017-01-26;585
HL1023;3;Belo Horizonte;2017-01-26;651
HL1007;4;Belo Horizonte;2017-01-26;693
HL1021;2;Belo Horizonte;2017-01-26;506
HL1017;1;Curitiba;2017-01-26;743
HL1004;2;Porto Alegre;2017-01-26;64
HL1021;2;Curitiba;2017-01-26;240
HL1009;5;Belo Horizonte;2017-01-26;693
HL1010;5;Porto Alegre;2017-01-26;203
HL1024;4;Salvador;2017-01-26;301
HL1003;4;Goiânia;2017-01-26;116
HL1013;1;Fortaleza;2017-01-26;553
HL1005;1;Fortaleza;2017-01-26;687
HL1004;4;Goiânia;2017-01-26;182
HL1004;1;Guarulhos;2017-01-26;596
HL1023;2;Salvador;2017-01-26;559
HL1001;5;São Paulo;2017-01-26;400
HL1003;1;São Paulo;2017-01-26;310
HL1004;2;Goiânia;2017-01-26;674
HL1012;4;Belo Horizonte;2017-01-26;193
HL1003;3;Rio de Janeiro;2017-01-26;362
HL1019;2;Recife;2017-01-26;234
HL1006;5;Porto Alegre;2017-01-26;38
HL1004;1;Campinas;2017-01-27;108
HL1009;5;Curitiba;2017-01-27;442
HL1010;1;Campinas;2017-01-27;639
HL1014;1;Nova Iguaço;2017-01-27;355
HL1010;2;Salvador;2017-01-27;551
HL1017;4;Recife;2017-01-27;500
HL1012;1;Rio de Janeiro;2017-01-27;331
HL1003;5;Belo Horizonte;2017-01-27;123
HL1005;3;Salvador;2017-01-27;675
HL1022;5;Niterói;2017-01-27;176
HL1019;3;Fortaleza;2017-01-27;480
HL1007;3;São Paulo;2017-01-27;665
HL1004;3;Curitiba;2017-01-27;705
HL1005;3;Goiânia;2017-01-27;723
HL1004;3;Goiânia;2017-01-27;315
HL1014;2;Recife;2017-01-27;547
HL1010;3;Campinas;2017-01-27;120
HL1014;5;Curitiba;2017-01-27;812
HL1023;2;Salvador;2017-01-27;100
HL1017;3;Porto Alegre;2017-01-27;668
HL1020;2;Recife;2017-01-27;70
HL1023;5;Rio de Janeiro;2017-01-27;362
HL1002;4;Guarulhos;2017-01-27;524
HL1019;5;Belo Horizonte;2017-01-27;397
HL1004;2;Guarulhos;2017-01-27;364
HL1005;1;Salvador;2017-01-27;799
HL1023;5;Campinas;2017-01-27;257
HL1021;2;Guarulhos;2017-01-27;152
HL1005;2;Guarulhos;2017-01-28;467
HL1013;5;Campinas;2017-01-28;793
HL1002;5;Campinas;2017-01-28;670
HL1011;4;Curitiba;2017-01-28;478
HL1006;1;Guarulhos;2017-01-28;205
HL1009;2;Goiânia;2017-01-28;17
HL1023;3;Nova Iguaço;2017-01-28;591
HL1014;4;Fortaleza;2017-01-28;740
HL1009;3;Recife;2017-01-28;672
HL1020;4;Recife;2017-01-28;304
HL1023;3;Guarulhos;2017-01-28;175
HL1020;3;Guarulhos;2017-01-28;122
HL1007;3;Campinas;2017-01-28;289
HL1011;1;Guarulhos;2017-01-28;142
HL1011;3;Rio de Janeiro;2017-01-28;20
HL1023;3;Belo Horizonte;2017-01-28;413
HL1005;4;Recife;2017-01-28;27
HL1010;1;Recife;2017-01-28;729
HL1013;3;Guarulhos;2017-01-28;84
HL1020;4;Recife;2017-01-28;277
HL1016;1;Recife;2017-01-28;268
HL1007;5;Campinas;2017-01-28;300
HL1023;2;Porto Alegre;2017-01-28;624
HL1011;2;Curitiba;2017-01-28;751
HL1018;1;Recife;2017-01-28;158
HL1021;5;Curitiba;2017-01-28;338
HL1023;2;Niterói;2017-01-28;671
HL1008;2;São Paulo;2017-01-28;312
HL1023;1;Goiânia;2017-01-28;315
HL1005;2;Nova Iguaço;2017-01-28;282
HL1005;5;Porto Alegre;2017-01-28;361
HL1008;5;Guarulhos;2017-01-28;62
HL1024;4;Niterói;2017-01-28;454
HL1010;1;Curitiba;2017-01-29;560
HL1006;4;Curitiba;2017-01-29;66
HL1009;4;Guarulhos;2017-01-29;536
HL1013;4;Guarulhos;2017-01-29;185
HL1005;4;São Paulo;2017-01-29;424
HL1023;5;Rio de Janeiro;2017-01-29;694
HL1006;2;Rio de Janeiro;2017-01-29;749
HL1021;2;Rio de Janeiro;2017-01-29;213
HL1020;2;Guarulhos;2017-01-29;596
HL1009;4;Belo Horizonte;2017-01-29;550
HL1016;4;Belo Horizonte;2017-01-29;508
HL1024;4;Porto Alegre;2017-01-29;668
HL1017;5;Campinas;2017-01-29;265
HL1007;1;Recife;2017-01-29;398
HL1023;5;Belo Horizonte;2017-01-29;651
HL1006;1;Fortaleza;2017-01-29;818
HL1011;4;Campinas;2017-01-29;151
HL1001;5;Niterói;2017-01-29;236
HL1020;4;Salvador;2017-01-29;285
HL1017;1;Campinas;2017-01-29;208
HL1003;5;Guarulhos;2017-01-29;623
HL1016;2;Curitiba;2017-01-29;346
HL1021;4;Porto Alegre;2017-01-29;696
HL1022;2;Nova Iguaço;2017-01-29;543
HL1015;1;Niterói;2017-01-29;42
HL1004;5;Campinas;2017-01-30;347
HL1021;2;Porto Alegre;2017-01-30;811
HL1014;3;Guarulhos;2017-01-30;457
HL1020;5;Guarulhos;2017-01-30;502
HL1001;2;Curitiba;2017-01-30;637
HL1022;5;Porto Alegre;2017-01-30;68
HL1008;1;Belo Horizonte;2017-01-30;590
HL1016;1;Nova Iguaço;2017-01-30;530
HL1013;5;Salvador;2017-01-30;482
HL1001;2;Guarulhos;2017-01-30;290
HL1016;5;Rio de Janeiro;2017-01-30;226
HL1004;1;Recife;2017-01-30;335
HL1008;3;Niterói;2017-01-30;523
HL1003;3;Belo Horizonte;2017-01-30;550
HL1004;1;Goiânia;2017-01-30;387
HL1005;3;Salvador;2017-01-30;692
HL1005;4;Goiânia;2017-01-30;65
HL1024;1;Belo Horizonte;2017-01-30;359
HL1004;1;Niterói;2017-01-30;42
HL1016;3;Fortaleza;2017-01-30;461
HL1018;3;Nova Iguaço;2017-01-30;24
HL1013;3;Curitiba;2017-01-30;22
HL1014;2;Campinas;2017-01-30;739
HL1006;3;Guarulhos;2017-01-30;187
HL1016;3;Porto Alegre;2017-01-30;378
HL1023;4;Belo Horizonte;2017-01-30;357
HL1020;1;Guarulhos;2017-01-30;84
HL1024;4;Niterói;2017-01-30;434
HL1019;4;Rio de Janeiro;2017-01-30;76
HL1022;2;Guarulhos;2017-01-30;364
HL1019;5;Fortaleza;2017-01-31;91
HL1011;4;Goiânia;2017-01-31;614
HL1012;3;Nova Iguaço;2017-01-31;149
HL1018;2;São Paulo;2017-01-31;541
HL1018;3;Rio de Janeiro;2017-01-31;625
HL1016;3;Curitiba;2017-01-31;699
HL1020;2;Rio de Janeiro;2017-01-31;3
HL1022;3;Recife;2017-01-31;566
HL1005;3;Salvador;2017-01-31;675
HL1006;1;Porto Alegre;2017-01-31;267
HL1022;4;Belo Horizonte;2017-01-31;357
HL1012;2;Porto Alegre;2017-01-31;253
HL1003;5;Goiânia;2017-01-31;582
HL1020;3;Goiânia;2017-01-31;539
HL1006;1;Fortaleza;2017-01-31;703
HL1003;2;Guarulhos;2017-01-31;630
HL1010;1;Recife;2017-01-31;370
HL1001;5;Nova Iguaço;2017-01-31;278
HL1014;2;Fortaleza;2017-01-31;269
HL1009;3;Niterói;2017-01-31;46
HL1008;5;Niterói;2017-01-31;731
HL1017;4;Curitiba;2017-01-31;720
HL1018;1;Goiânia;2017-01-31;8
HL1020;2;Guarulhos;2017-01-31;457
HL1001;3;Niterói;2017-01-31;731
HL1014;1;Nova Iguaço;2017-01-31;281
HL1009;3;Guarulhos;2017-01-31;187
HL1017;2;São Paulo;2017-01-31;650
HL1024;3;Curitiba;2017-01-31;619
HL1010;4;Goiânia;2017-01-31;89
HL1001;2;Guarulhos;2017-01-31;84
HL1024;3;Guarulhos;2017-02-01;410
HL1006;1;Curitiba;2017-02-01;293
HL1004;5;Curitiba;2017-02-01;346
HL1021;3;Rio de Janeiro;2017-02-01;377
HL1017;4;Rio de Janeiro;2017-02-01;325
HL1015;4;Salvador;2017-02-01;237
HL1008;1;Rio de Janeiro;2017-02-01;407
HL1023;4;Niterói;2017-02-01;584
HL1021;2;Fortaleza;2017-02-01;687
HL1002;3;Fortaleza;2017-02-01;719
HL1015;3;Goiânia;2017-02-01;274
